label,oid,gid,wbcc, len, wbrc, im, vpc, imn, c, nfb, svtype, wrn, sscore, i, wbfc, wcn
0,1022:2309351000444123628181539061,777603380799340547,0, 0.08930267908037241, 0, 0, 0, 0, 0, 0, 3, 0.047619047619047616, 0.14285714285714285, 0, 0, 0
0,1022:2309614123662017004092,777603536357687301,0, 0.0507924136139257, 0, 0, 0, 0, 0, 0, -1, 0.01812688821752266, 0.05, 0, 0, 0
0,1022:2309614123538545062497,777594237216620546,0, 0.06608008619141677, 0, 0, 0, 0, 0, 0, -1, 0, 0.046296296296296294, 0, 0, 0
0,1022:2309614123663187214305,777602986870308865,0, 0.09125955240174673, 0, 1, 0, 0.125, 0, 0, -1, 0.014492753623188406, 0.07692307692307693, 0, 0, 0
0,1022:2309614123632858197421,777602973448536071,0, 0.0783011272141707, 0, 1, 0, 0.07692307692307693, 0, 0, -1, 0.08741258741258741, 0.07142857142857142, 0, 0, 0
0,1022:2309614123545289536798,777600899247767553,0, 0.07340383168886333, 0, 1, 0, 0.08108108108108109, 0, 0, -1, 0, 0.04807692307692308, 0, 0, 0
0,1022:2309351002794123586842488448,777602980293640195,0, 0.07090070567316775, 0, 1, 0, 0.07142857142857142, 0, 0, 3, 0.032, 0.11764705882352941, 0, 0, 0
0,1042015:articleMblog_4123566196793826,777599728869179393,0.006951340615690168, 0.0034650187596557054, 0.0079155672823219, 1, 0, 0.07692307692307693, 0, 0, 3, 0, 0.04411764705882353, 0, 0.004305043050430504, 0
0,1022:2309614123539593652511,777589411283992587,0, 0.0937094682230869, 0, 1, 0, 0.07692307692307693, 0, 0, -1, 0, 0.06578947368421052, 0, 0, 0
0,1022:2309351000184123621760090537,777209761542176770,0, 0.08053036157318909, 0, 1, 0, 0.03333333333333333, 0, 0, 3, 0.9857635893011216, 0.10869565217391304, 0, 0, 0
0,1022:2309614123546996573074,777592986844266498,0, 0.08145389698940522, 0, 0, 0, 0, 0, 0, -1, 0, 0.043859649122807015, 0, 0, 0
0,1022:2309614123686604032233,777603794458378241,0, 0.053050014455044814, 0, 0, 0, 0, 0, 0, -1, 0.008534850640113799, 0.043478260869565216, 0, 0, 0
0,1022:2309614123546963023279,777589411283992587,0, 0.08495460440985733, 0, 1, 0, 0.07692307692307693, 0, 0, -1, 0, 0.06578947368421052, 0, 0, 0
0,1022:2309614123680933307861,777453594622820353,0, 0.07148135707087672, 0, 1, 0, 0.08333333333333333, 0, 0, -1, 0.1016949152542373, 0.07692307692307693, 0, 0, 0
0,1022:2309614123630861743119,777602734943633420,0, 0.08559882439382807, 0, 1, 0, 0.07142857142857142, 0, 0, -1, 0.030303030303030304, 0.07142857142857142, 0, 0, 0
0,1022:2309614123567322170386,777599751954628609,0, 0.06331980537680217, 0, 0, 0, 0, 0, 0, -1, 0, 0.058823529411764705, 0, 0, 0
0,1042015:articleMblog_4123638426804799,777600725840035841,0, 0.0527448869752422, 0, 1, 0.09516336042788845, 0.06666666666666667, 0, 0, 9000, 0, 0.06578947368421052, 0, 0.00024440316746505037, 0.09818381277425646
0,1042015:articleMblog_4123605756900848,777593020668706818,0, 0.05995203836930456, 0.00024834437086092715, 1, 0.0714456907211274, 0.06666666666666667, 0, 0, 3, 0, 0.06578947368421052, 0, 0.00045090745124563186, 0.0714646392469584
0,1022:2309614123561282428912,777601586576752641,0, 0.06245545260156807, 0, 1, 0, 0.045454545454545456, 0, 0, -1, 0, 0.043478260869565216, 0, 0, 0
0,1022:2309614123667243101340,777605031543177220,0, 0.05360786496011872, 0, 0, 0, 0, 0, 0, -1, 0.06227106227106227, 0.04524886877828054, 0, 0, 0
0,1042015:articleMblog_4123640267816076,777595411757531137,0.0017271157167530224, 0.05650684931506849, 0.002403846153846154, 1, 0.05555573748540923, 0.05555555555555555, 0, 0, 3, 0, 0.06722689075630252, 0, 0.0013726835964310226, 0.05555555555555555
0,1042015:articleMblog_4123590888394879,777596570323386369,0.07886435331230283, 0.0073133369570588524, 0.042071197411003236, 1, 0, 0.061855670103092786, 0, 0, 3, 0, 0.11173184357541899, 0, 0.08270676691729323, 0
0,1022:2309351002274123552067548076,777600572964470788,0, 0.07054613197372292, 0, 0, 0, 0, 0, 0, 3, 0.0023997257456290708, 0.096045197740113, 0, 0, 0
0,1042015:articleMblog_4123629643624025,777603272619851778,0.009624639076034648, 0.02014846235418876, 0.009124087591240875, 1, 0, 0.06976744186046512, 0, 0, 3, 0, 0.07142857142857142, 0, 0.00506409241968666, 0
0,1022:2309614123540193446403,777600943271182338,0, 0.08397085610200364, 0, 1, 0, 0.07142857142857142, 0, 0, -1, 0, 0.050761421319796954, 0, 0, 0
0,1022:2309351000124123637945904067,777604204090884099,0, 0.0712925745716099, 0, 0, 0, 0, 0, 0, 3, 0.029411764705882353, 0.11764705882352941, 0, 0, 0
0,1022:2309614123567817103976,777598760354054145,0, 0.07698490667142985, 0, 0, 0, 0, 0, 0, -1, 0, 0.06369426751592357, 0, 0, 0
0,1022:2309614123630337434470,777600469482602499,0, 0.06060606060606061, 0, 0, 0, 0, 0, 0, -1, 0.205607476635514, 0.05263157894736842, 0, 0, 0
0,1042015:articleMblog_4123673462257633,777536899671654401,0.0125, 0.09431524547803617, 0.05102040816326531, 1, 0, 0.0975609756097561, 0, 0, 1, 0, 0.08, 0, 0.010269785638601352, 0
0,1022:2309614123632887537550,777601049034752007,0, 0.062432851856273126, 0, 1, 0, 0.0625, 0, 0, -1, 0.049107142857142856, 0.04975124378109453, 0, 0, 0
0,1042015:articleMblog_4123663432903988,777603272619851778,0.030317613089509143, 0.020602938948644144, 0.060218978102189784, 1, 0, 0.023255813953488372, 0, 0, 3, 0, 0.07142857142857142, 0, 0.027852508308276624, 0
0,1022:2309614123632887537552,777602919627227137,0, 0.09202085004009623, 0, 1, 0, 0.1111111111111111, 0, 0, -1, 0.09234828496042216, 0.07692307692307693, 0, 0, 0
0,1022:2309614123566579841785,777595918159446017,0, 0.08014118135575625, 0, 0, 0, 0, 0, 0, -1, 0, 0.05102040816326531, 0, 0, 0
0,1042015:articleMblog_4123570126648173,777601935141765123,0.006329113924050633, 0.053763440860215055, 0.0019646365422396855, 1, 0.08634661980339046, 0.0625, 0, 0, 1000, 0, 0.062111801242236024, 0, 0.009433962264150943, 0.0876940967234421
0,1022:2309614123690169176999,777604958662950914,0, 0.08434886499402629, 0, 1, 0, 0.3333333333333333, 0, 0, -1, 0.06896551724137931, 0.058823529411764705, 0, 0, 0
0,1042015:articleMblog_4123530146646799,777026980083662851,0.050505050505050504, 0.0388739946380697, 0.10722458319712325, 1, 0.07650387978553663, 0.06666666666666667, 0, 0, 9000, 0, 0.06622516556291391, 0, 0.10831381733021077, 0.08374384236453201
